Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,cost_per_ticket,region,vendor,duration
ID0861,Stewart,2021-01-15,18:00:00,Admin Support,Y,Y,42.0,0:06:13,3.0,31.01,EMEA,Vendor2,42.0
ID0862,Becky,2021-01-15,18:00:00,Streaming,Y,Y,63.0,0:05:25,1.0,35.09,EMEA,Vendor3,63.0
ID0863,Becky,2021-01-16,9:00:00,Technical Support,Y,N,19.0,0:00:36,5.0,18.82,EMEA,Vendor3,19.0
ID0864,Dan,2021-01-16,9:00:00,Streaming,Y,Y,107.0,0:05:11,1.0,22.67,APAC,Vendor2,107.0
ID0865,Dan,2021-01-16,10:20:38,Technical Support,N,N,,,,9.07,APAC,Vendor2,
ID0866,Martha,2021-01-16,10:20:38,Admin Support,Y,Y,85.0,0:05:21,4.0,11.59,LATAM,Vendor3,85.0
ID0867,Diane,2021-01-16,10:30:43,Technical Support,Y,Y,15.0,0:01:09,2.0,24.64,EMEA,Vendor3,15.0
ID0868,Becky,2021-01-16,10:30:43,Technical Support,Y,Y,111.0,0:06:45,5.0,43.09,APAC,Vendor3,111.0
ID0869,Diane,2021-01-16,10:52:19,Contract related,Y,Y,23.0,0:01:01,4.0,32.46,LATAM,Vendor2,23.0
ID0870,Dan,2021-01-16,10:52:19,Payment related,Y,Y,115.0,0:00:36,3.0,29.09,LATAM,Vendor2,115.0
ID0871,Jim,2021-01-16,11:08:10,Technical Support,Y,Y,83.0,0:00:52,3.0,48.06,APAC,Vendor1,83.0
ID0872,Greg,2021-01-16,11:08:10,Admin Support,N,N,,,,13.64,LATAM,Vendor3,
ID0873,Becky,2021-01-16,12:14:24,Streaming,N,N,,,,45.68,APAC,Vendor2,
ID0874,Greg,2021-01-16,12:14:24,Technical Support,Y,Y,50.0,0:06:29,3.0,33.02,APAC,Vendor2,50.0
ID0875,Becky,2021-01-16,12:28:48,Payment related,Y,Y,19.0,0:01:23,3.0,21.76,NA,Vendor3,19.0
ID0876,Diane,2021-01-16,12:28:48,Contract related,Y,N,107.0,0:03:36,4.0,19.22,APAC,Vendor3,107.0
ID0877,Joe,2021-01-16,12:44:38,Admin Support,Y,N,121.0,0:03:49,3.0,25.38,LATAM,Vendor3,121.0
ID0878,Dan,2021-01-16,12:44:38,Payment related,Y,Y,55.0,0:05:07,3.0,42.95,NA,Vendor1,55.0
ID0879,Becky,2021-01-16,12:56:10,Streaming,Y,Y,92.0,0:01:19,2.0,46.52,EMEA,Vendor3,92.0
ID0880,Stewart,2021-01-16,12:56:10,Admin Support,Y,N,24.0,0:05:48,3.0,37.03,LATAM,Vendor3,24.0
ID0881,Martha,2021-01-16,13:03:22,Technical Support,N,N,,,,24.59,LATAM,Vendor2,
ID0882,Jim,2021-01-16,13:03:22,Streaming,Y,Y,58.0,0:02:18,5.0,19.5,EMEA,Vendor2,58.0
ID0883,Dan,2021-01-16,13:35:02,Technical Support,N,N,,,,7.35,LATAM,Vendor3,
ID0884,Stewart,2021-01-16,13:35:02,Payment related,N,N,,,,17.64,EMEA,Vendor2,
ID0885,Greg,2021-01-16,13:36:29,Streaming,Y,Y,28.0,0:06:55,4.0,46.09,EMEA,Vendor3,28.0
ID0886,Joe,2021-01-16,13:36:29,Technical Support,Y,Y,30.0,0:06:49,4.0,31.12,NA,Vendor1,30.0
ID0887,Greg,2021-01-16,14:02:24,Admin Support,Y,Y,84.0,0:02:42,3.0,23.37,LATAM,Vendor2,84.0
ID0888,Jim,2021-01-16,14:02:24,Technical Support,Y,Y,78.0,0:04:57,2.0,36.67,EMEA,Vendor3,78.0
ID0889,Jim,2021-01-16,14:11:02,Admin Support,Y,Y,122.0,0:01:05,3.0,36.39,APAC,Vendor1,122.0
ID0890,Diane,2021-01-16,14:11:02,Contract related,Y,Y,26.0,0:01:11,1.0,29.92,NA,Vendor3,26.0
ID0891,Jim,2021-01-16,14:25:26,Technical Support,Y,Y,95.0,0:00:57,3.0,35.61,EMEA,Vendor3,95.0
ID0892,Stewart,2021-01-16,14:25:26,Technical Support,Y,Y,45.0,0:01:48,4.0,26.78,EMEA,Vendor2,45.0
ID0893,Diane,2021-01-16,14:39:50,Technical Support,N,N,,,,16.47,LATAM,Vendor1,
ID0894,Diane,2021-01-16,14:39:50,Contract related,N,N,,,,30.7,LATAM,Vendor1,
ID0895,Dan,2021-01-16,14:49:55,Streaming,Y,N,76.0,0:06:40,3.0,41.0,LATAM,Vendor1,76.0
ID0896,Martha,2021-01-16,14:49:55,Streaming,Y,N,97.0,0:01:36,4.0,22.03,NA,Vendor3,97.0
ID0897,Stewart,2021-01-16,15:24:29,Technical Support,N,N,,,,18.39,NA,Vendor1,
ID0898,Stewart,2021-01-16,15:24:29,Contract related,Y,Y,22.0,0:02:57,3.0,8.98,NA,Vendor3,22.0
ID0899,Becky,2021-01-16,15:30:14,Streaming,Y,N,55.0,0:00:52,3.0,41.23,EMEA,Vendor2,55.0
ID0900,Joe,2021-01-16,15:30:14,Payment related,Y,N,64.0,0:01:08,4.0,6.06,APAC,Vendor2,64.0
ID0901,Greg,2021-01-16,15:47:31,Streaming,Y,Y,87.0,0:01:13,3.0,45.03,EMEA,Vendor2,87.0
ID0902,Stewart,2021-01-16,15:47:31,Technical Support,N,N,,,,8.71,NA,Vendor1,
ID0903,Martha,2021-01-16,15:53:17,Streaming,Y,Y,79.0,0:04:00,4.0,46.97,LATAM,Vendor1,79.0
ID0904,Becky,2021-01-16,15:53:17,Contract related,Y,Y,33.0,0:05:02,4.0,7.87,APAC,Vendor3,33.0
ID0905,Joe,2021-01-16,16:35:02,Technical Support,Y,Y,114.0,0:05:22,4.0,37.46,EMEA,Vendor2,114.0
ID0906,Stewart,2021-01-16,16:35:02,Technical Support,Y,Y,112.0,0:00:54,5.0,23.86,APAC,Vendor3,112.0
ID0907,Becky,2021-01-16,16:36:29,Technical Support,Y,Y,61.0,0:06:14,3.0,23.05,LATAM,Vendor2,61.0
ID0908,Jim,2021-01-16,16:36:29,Technical Support,N,N,,,,11.07,NA,Vendor2,
ID0909,Jim,2021-01-16,16:52:19,Payment related,Y,N,58.0,0:04:31,2.0,48.18,APAC,Vendor1,58.0
ID0910,Becky,2021-01-16,16:52:19,Streaming,Y,Y,13.0,0:02:05,3.0,41.63,LATAM,Vendor2,13.0
ID0911,Stewart,2021-01-16,17:42:43,Contract related,Y,Y,36.0,0:03:58,4.0,16.22,APAC,Vendor2,36.0
ID0912,Greg,2021-01-16,17:42:43,Contract related,Y,Y,48.0,0:03:38,3.0,11.36,EMEA,Vendor3,48.0
ID0913,Stewart,2021-01-16,17:57:07,Payment related,Y,Y,99.0,0:00:33,5.0,15.79,APAC,Vendor3,99.0
ID0914,Joe,2021-01-16,17:57:07,Technical Support,Y,Y,78.0,0:01:47,3.0,49.67,NA,Vendor2,78.0
ID0915,Greg,2021-01-16,17:58:34,Streaming,Y,Y,82.0,0:02:52,4.0,46.76,LATAM,Vendor1,82.0
ID0916,Becky,2021-01-16,17:58:34,Admin Support,N,N,,,,6.27,EMEA,Vendor3,
ID0917,Stewart,2021-01-16,18:00:00,Streaming,Y,Y,19.0,0:01:43,5.0,41.93,EMEA,Vendor2,19.0
ID0918,Becky,2021-01-16,18:00:00,Streaming,Y,Y,34.0,0:06:45,4.0,24.72,EMEA,Vendor2,34.0
ID0919,Becky,2021-01-17,9:51:50,Technical Support,Y,Y,89.0,0:03:11,3.0,32.51,APAC,Vendor2,89.0
ID0920,Martha,2021-01-17,9:51:50,Contract related,Y,Y,116.0,0:06:18,4.0,48.85,LATAM,Vendor2,116.0
ID0921,Martha,2021-01-17,10:32:10,Streaming,Y,Y,88.0,0:04:03,4.0,42.31,LATAM,Vendor2,88.0
ID0922,Stewart,2021-01-17,10:32:10,Streaming,Y,Y,15.0,0:03:04,3.0,5.51,NA,Vendor1,15.0
ID0923,Martha,2021-01-17,11:42:43,Contract related,Y,Y,59.0,0:02:17,5.0,29.76,APAC,Vendor2,59.0
ID0924,Greg,2021-01-17,11:42:43,Contract related,N,N,,,,29.69,EMEA,Vendor1,
ID0925,Martha,2021-01-17,11:42:43,Contract related,Y,Y,125.0,0:03:09,2.0,17.77,EMEA,Vendor1,125.0
ID0926,Greg,2021-01-17,11:42:43,Streaming,Y,Y,88.0,0:04:06,4.0,5.06,LATAM,Vendor1,88.0
ID0927,Jim,2021-01-17,11:45:36,Streaming,Y,Y,20.0,0:04:39,5.0,21.87,LATAM,Vendor3,20.0
ID0928,Stewart,2021-01-17,11:45:36,Contract related,Y,Y,64.0,0:05:46,3.0,25.46,LATAM,Vendor3,64.0
ID0929,Jim,2021-01-17,12:38:53,Streaming,N,N,,,,32.49,LATAM,Vendor1,
ID0930,Stewart,2021-01-17,12:38:53,Admin Support,Y,Y,111.0,0:02:19,5.0,29.69,EMEA,Vendor1,111.0
ID0931,Joe,2021-01-17,12:44:38,Admin Support,N,N,,,,17.01,EMEA,Vendor2,
ID0932,Jim,2021-01-17,12:44:38,Technical Support,N,N,,,,37.69,NA,Vendor2,
ID0933,Joe,2021-01-17,13:29:17,Technical Support,Y,Y,40.0,0:03:01,4.0,40.08,LATAM,Vendor3,40.0
ID0934,Martha,2021-01-17,13:29:17,Technical Support,Y,Y,35.0,0:03:07,2.0,39.83,NA,Vendor3,35.0
ID0935,Martha,2021-01-17,13:30:43,Contract related,Y,Y,106.0,0:02:47,5.0,24.65,EMEA,Vendor3,106.0
ID0936,Diane,2021-01-17,13:30:43,Payment related,Y,Y,97.0,0:02:39,2.0,14.29,EMEA,Vendor3,97.0
ID0937,Diane,2021-01-17,13:36:29,Contract related,Y,Y,67.0,0:01:51,3.0,26.47,LATAM,Vendor3,67.0
ID0938,Stewart,2021-01-17,13:36:29,Contract related,Y,Y,98.0,0:01:16,5.0,25.46,NA,Vendor3,98.0
ID0939,Joe,2021-01-17,13:53:46,Contract related,Y,Y,120.0,0:02:20,4.0,14.18,LATAM,Vendor2,120.0
ID0940,Becky,2021-01-17,13:53:46,Technical Support,Y,Y,91.0,0:00:45,5.0,28.25,NA,Vendor2,91.0
ID0941,Martha,2021-01-17,14:00:58,Payment related,Y,Y,22.0,0:04:53,5.0,32.54,LATAM,Vendor2,22.0
ID0942,Diane,2021-01-17,14:00:58,Streaming,Y,N,113.0,0:02:45,2.0,48.45,APAC,Vendor1,113.0
ID0943,Diane,2021-01-17,14:18:14,Streaming,N,N,,,,8.53,NA,Vendor3,
ID0944,Jim,2021-01-17,14:18:14,Payment related,Y,Y,60.0,0:01:58,4.0,46.88,APAC,Vendor3,60.0
ID0945,Diane,2021-01-17,14:28:19,Payment related,Y,Y,97.0,0:02:35,5.0,18.02,NA,Vendor3,97.0
ID0946,Becky,2021-01-17,14:28:19,Streaming,Y,Y,118.0,0:00:52,4.0,49.75,APAC,Vendor2,118.0
ID0947,Dan,2021-01-17,14:31:12,Technical Support,Y,Y,19.0,0:01:21,5.0,17.6,NA,Vendor2,19.0
ID0948,Stewart,2021-01-17,14:31:12,Contract related,N,N,,,,12.47,EMEA,Vendor3,
ID0949,Greg,2021-01-17,15:00:00,Streaming,N,N,,,,14.01,EMEA,Vendor2,
ID0950,Dan,2021-01-17,15:00:00,Streaming,Y,Y,124.0,0:06:18,4.0,30.66,APAC,Vendor1,124.0
ID0951,Dan,2021-01-17,15:01:26,Payment related,Y,Y,53.0,0:05:11,2.0,19.36,LATAM,Vendor1,53.0
ID0952,Diane,2021-01-17,15:01:26,Admin Support,Y,Y,61.0,0:00:38,5.0,16.46,APAC,Vendor3,61.0
ID0953,Joe,2021-01-17,15:21:36,Contract related,Y,Y,18.0,0:00:46,1.0,9.57,NA,Vendor3,18.0
ID0954,Greg,2021-01-17,15:21:36,Admin Support,Y,Y,80.0,0:01:16,3.0,46.26,LATAM,Vendor3,80.0
ID0955,Stewart,2021-01-17,16:22:05,Technical Support,Y,Y,47.0,0:04:08,4.0,13.01,EMEA,Vendor1,47.0
ID0956,Stewart,2021-01-17,16:22:05,Payment related,Y,Y,101.0,0:05:20,2.0,32.75,LATAM,Vendor3,101.0
ID0957,Joe,2021-01-17,16:24:58,Streaming,Y,Y,71.0,0:05:40,3.0,20.85,NA,Vendor3,71.0
ID0958,Martha,2021-01-17,16:24:58,Technical Support,Y,Y,44.0,0:04:07,4.0,8.62,APAC,Vendor2,44.0
ID0959,Becky,2021-01-17,16:29:17,Payment related,Y,Y,14.0,0:03:00,4.0,7.76,LATAM,Vendor2,14.0
ID0960,Martha,2021-01-17,16:29:17,Payment related,N,N,,,,32.46,EMEA,Vendor3,
ID0961,Jim,2021-01-17,17:06:43,Contract related,Y,Y,44.0,0:02:40,2.0,18.0,APAC,Vendor1,44.0
ID0962,Diane,2021-01-17,17:06:43,Admin Support,Y,Y,97.0,0:06:46,4.0,9.65,EMEA,Vendor1,97.0
ID0963,Becky,2021-01-17,17:16:48,Streaming,N,N,,,,24.42,APAC,Vendor2,
ID0964,Diane,2021-01-17,17:16:48,Admin Support,Y,N,91.0,0:04:09,3.0,32.02,EMEA,Vendor1,91.0
ID0965,Dan,2021-01-17,17:21:07,Payment related,Y,Y,48.0,0:03:13,3.0,5.96,NA,Vendor3,48.0
ID0966,Greg,2021-01-17,17:21:07,Contract related,Y,Y,45.0,0:01:39,3.0,28.71,APAC,Vendor2,45.0
ID0967,Becky,2021-01-17,17:54:14,Admin Support,Y,Y,60.0,0:02:00,5.0,5.15,APAC,Vendor1,60.0
ID0968,Jim,2021-01-17,17:54:14,Streaming,Y,Y,85.0,0:05:32,4.0,44.19,LATAM,Vendor2,85.0
ID0969,Joe,2021-01-18,9:24:29,Admin Support,Y,Y,53.0,0:06:06,4.0,41.63,LATAM,Vendor3,53.0
ID0970,Greg,2021-01-18,9:24:29,Contract related,Y,N,27.0,0:06:14,5.0,8.42,LATAM,Vendor1,27.0
ID0971,Joe,2021-01-18,9:24:29,Admin Support,Y,Y,30.0,0:04:03,3.0,45.83,NA,Vendor2,30.0
ID0972,Dan,2021-01-18,9:24:29,Contract related,N,N,,,,49.46,LATAM,Vendor3,
ID0973,Jim,2021-01-18,9:31:41,Admin Support,Y,Y,113.0,0:03:01,5.0,13.33,EMEA,Vendor1,113.0
ID0974,Jim,2021-01-18,9:31:41,Technical Support,N,N,,,,15.97,APAC,Vendor1,
ID0975,Diane,2021-01-18,9:36:00,Admin Support,N,N,,,,5.24,APAC,Vendor2,
ID0976,Jim,2021-01-18,9:36:00,Streaming,Y,Y,80.0,0:06:57,4.0,14.21,LATAM,Vendor2,80.0
ID0977,Stewart,2021-01-18,10:16:19,Contract related,Y,Y,45.0,0:07:00,5.0,30.8,NA,Vendor1,45.0
ID0978,Joe,2021-01-18,10:16:19,Admin Support,Y,Y,95.0,0:02:16,1.0,15.43,LATAM,Vendor1,95.0
ID0979,Martha,2021-01-18,11:28:19,Streaming,N,N,,,,15.45,LATAM,Vendor2,
ID0980,Dan,2021-01-18,11:28:19,Payment related,Y,Y,33.0,0:01:28,3.0,37.27,LATAM,Vendor3,33.0
ID0981,Stewart,2021-01-18,11:47:02,Payment related,N,N,,,,15.04,NA,Vendor3,
ID0982,Jim,2021-01-18,11:47:02,Streaming,Y,Y,90.0,0:06:47,3.0,27.58,NA,Vendor1,90.0
ID0983,Greg,2021-01-18,11:51:22,Payment related,Y,Y,90.0,0:02:14,3.0,32.17,EMEA,Vendor1,90.0
ID0984,Jim,2021-01-18,11:51:22,Streaming,Y,N,57.0,0:04:10,1.0,32.57,LATAM,Vendor2,57.0
ID0985,Becky,2021-01-18,11:55:41,Admin Support,Y,Y,123.0,0:05:50,2.0,28.51,LATAM,Vendor2,123.0
ID0986,Diane,2021-01-18,11:55:41,Admin Support,Y,Y,39.0,0:06:51,4.0,25.7,APAC,Vendor3,39.0
ID0987,Greg,2021-01-18,11:57:07,Technical Support,Y,N,38.0,0:02:16,5.0,19.66,APAC,Vendor3,38.0
ID0988,Diane,2021-01-18,11:57:07,Streaming,Y,Y,26.0,0:01:35,1.0,5.96,APAC,Vendor1,26.0
ID0989,Diane,2021-01-18,11:58:34,Contract related,Y,Y,43.0,0:02:34,3.0,12.71,NA,Vendor1,43.0
ID0990,Jim,2021-01-18,11:58:34,Streaming,Y,Y,89.0,0:05:53,3.0,18.03,APAC,Vendor3,89.0
ID0991,Jim,2021-01-18,12:00:00,Contract related,Y,Y,121.0,0:05:24,3.0,27.84,EMEA,Vendor3,121.0
ID0992,Jim,2021-01-18,12:00:00,Payment related,Y,Y,114.0,0:03:10,4.0,14.57,EMEA,Vendor3,114.0
ID0993,Stewart,2021-01-18,12:34:34,Contract related,N,N,,,,44.62,NA,Vendor3,
ID0994,Dan,2021-01-18,12:34:34,Technical Support,N,N,,,,26.45,EMEA,Vendor1,
ID0995,Becky,2021-01-18,12:37:26,Streaming,N,N,,,,21.21,EMEA,Vendor2,
ID0996,Becky,2021-01-18,12:37:26,Admin Support,Y,N,101.0,0:04:36,3.0,11.27,LATAM,Vendor3,101.0
ID0997,Joe,2021-01-18,12:38:53,Payment related,Y,Y,87.0,0:05:19,4.0,12.0,LATAM,Vendor1,87.0
ID0998,Greg,2021-01-18,12:38:53,Admin Support,Y,Y,22.0,0:06:02,5.0,7.31,EMEA,Vendor2,22.0
ID0999,Stewart,2021-01-18,12:41:46,Streaming,Y,Y,19.0,0:03:57,2.0,13.21,LATAM,Vendor1,19.0
ID1000,Becky,2021-01-18,12:41:46,Admin Support,Y,Y,31.0,0:02:30,4.0,46.52,NA,Vendor3,31.0
ID1001,Martha,2021-01-18,12:48:58,Payment related,Y,Y,24.0,0:06:03,4.0,38.56,NA,Vendor3,24.0
ID1002,Dan,2021-01-18,12:48:58,Payment related,Y,N,94.0,0:04:42,4.0,6.14,EMEA,Vendor3,94.0
ID1003,Dan,2021-01-18,13:10:34,Streaming,Y,Y,79.0,0:00:47,4.0,43.33,LATAM,Vendor2,79.0
ID1004,Jim,2021-01-18,13:10:34,Technical Support,N,N,,,,46.93,LATAM,Vendor2,
ID1005,Martha,2021-01-18,13:10:34,Admin Support,Y,Y,87.0,0:04:40,4.0,28.7,APAC,Vendor1,87.0
ID1006,Dan,2021-01-18,13:10:34,Contract related,Y,N,65.0,0:06:04,4.0,13.45,NA,Vendor1,65.0
ID1007,Martha,2021-01-18,14:58:34,Contract related,Y,Y,36.0,0:04:23,3.0,34.94,LATAM,Vendor3,36.0
ID1008,Joe,2021-01-18,14:58:34,Technical Support,N,N,,,,43.0,APAC,Vendor1,
ID1009,Stewart,2021-01-18,15:18:43,Streaming,Y,Y,33.0,0:02:16,4.0,41.83,APAC,Vendor1,33.0
ID1010,Becky,2021-01-18,15:18:43,Contract related,N,N,,,,9.12,LATAM,Vendor2,
ID1011,Jim,2021-01-18,15:50:24,Admin Support,N,N,,,,8.16,EMEA,Vendor2,
ID1012,Greg,2021-01-18,15:50:24,Streaming,Y,Y,24.0,0:03:15,5.0,27.16,APAC,Vendor1,24.0
ID1013,Stewart,2021-01-18,16:12:00,Admin Support,Y,Y,32.0,0:03:40,5.0,16.49,EMEA,Vendor1,32.0
ID1014,Joe,2021-01-18,16:12:00,Contract related,Y,N,24.0,0:03:46,4.0,32.17,LATAM,Vendor3,24.0
ID1015,Stewart,2021-01-18,16:49:26,Technical Support,Y,Y,96.0,0:05:29,5.0,5.3,APAC,Vendor3,96.0
ID1016,Joe,2021-01-18,16:49:26,Technical Support,Y,Y,45.0,0:02:05,5.0,8.58,APAC,Vendor1,45.0
ID1017,Jim,2021-01-18,17:13:55,Admin Support,Y,Y,16.0,0:05:09,1.0,9.92,EMEA,Vendor3,16.0
ID1018,Greg,2021-01-18,17:13:55,Technical Support,Y,Y,75.0,0:06:56,5.0,22.7,NA,Vendor2,75.0
ID1019,Joe,2021-01-18,17:18:14,Contract related,Y,Y,71.0,0:00:37,3.0,17.0,APAC,Vendor2,71.0
ID1020,Stewart,2021-01-18,17:18:14,Technical Support,Y,Y,47.0,0:02:17,3.0,33.21,LATAM,Vendor2,47.0
ID1021,Stewart,2021-01-18,17:18:14,Admin Support,Y,Y,54.0,0:04:48,3.0,11.48,EMEA,Vendor1,54.0
ID1022,Becky,2021-01-18,17:18:14,Payment related,Y,Y,101.0,0:04:29,4.0,27.25,EMEA,Vendor1,101.0
ID1023,Martha,2021-01-18,17:25:26,Streaming,Y,Y,46.0,0:02:07,3.0,7.26,APAC,Vendor2,46.0
ID1024,Becky,2021-01-18,17:25:26,Technical Support,Y,Y,45.0,0:06:55,3.0,46.16,EMEA,Vendor1,45.0
ID1025,Martha,2021-01-18,17:26:53,Technical Support,Y,Y,45.0,0:05:25,4.0,33.3,EMEA,Vendor3,45.0
ID1026,Jim,2021-01-18,17:26:53,Admin Support,Y,Y,30.0,0:04:58,5.0,28.33,NA,Vendor2,30.0
ID1027,Greg,2021-01-18,17:42:43,Technical Support,Y,Y,105.0,0:04:54,4.0,36.87,EMEA,Vendor1,105.0
ID1028,Jim,2021-01-18,17:42:43,Payment related,Y,Y,102.0,0:04:54,4.0,48.15,APAC,Vendor2,102.0
ID1029,Greg,2021-01-18,17:55:41,Payment related,Y,Y,46.0,0:05:01,3.0,7.16,APAC,Vendor1,46.0
ID1030,Stewart,2021-01-18,17:55:41,Admin Support,Y,Y,11.0,0:00:52,1.0,33.82,LATAM,Vendor3,11.0
ID1031,Dan,2021-01-19,9:02:53,Payment related,Y,Y,125.0,0:06:03,3.0,27.41,APAC,Vendor1,125.0
ID1032,Stewart,2021-01-19,9:02:53,Admin Support,Y,Y,112.0,0:01:53,3.0,43.92,APAC,Vendor1,112.0
ID1033,Becky,2021-01-19,9:15:50,Technical Support,Y,Y,14.0,0:01:56,3.0,9.56,NA,Vendor3,14.0
ID1034,Joe,2021-01-19,9:15:50,Contract related,Y,N,10.0,0:04:43,4.0,37.63,EMEA,Vendor3,10.0
ID1035,Martha,2021-01-19,9:18:43,Contract related,Y,Y,60.0,0:00:32,3.0,9.28,LATAM,Vendor3,60.0
ID1036,Diane,2021-01-19,9:18:43,Streaming,Y,Y,59.0,0:05:02,5.0,35.89,LATAM,Vendor1,59.0
ID1037,Stewart,2021-01-19,9:36:00,Technical Support,Y,Y,87.0,0:03:43,5.0,25.22,EMEA,Vendor1,87.0
ID1038,Martha,2021-01-19,9:36:00,Contract related,Y,Y,111.0,0:03:06,5.0,26.14,APAC,Vendor2,111.0
ID1039,Joe,2021-01-19,9:44:38,Contract related,N,N,,,,30.0,APAC,Vendor3,
ID1040,Becky,2021-01-19,9:44:38,Payment related,Y,Y,10.0,0:03:11,2.0,22.71,LATAM,Vendor3,10.0
ID1041,Joe,2021-01-19,10:13:26,Technical Support,N,N,,,,48.92,LATAM,Vendor3,
ID1042,Joe,2021-01-19,10:13:26,Streaming,N,N,,,,37.46,APAC,Vendor3,
ID1043,Greg,2021-01-19,10:19:12,Payment related,Y,Y,116.0,0:05:48,5.0,41.0,EMEA,Vendor3,116.0
ID1044,Diane,2021-01-19,10:19:12,Admin Support,Y,N,89.0,0:03:20,3.0,47.09,APAC,Vendor2,89.0
ID1045,Becky,2021-01-19,10:33:36,Contract related,N,N,,,,17.31,APAC,Vendor1,
ID1046,Joe,2021-01-19,10:33:36,Contract related,Y,N,106.0,0:03:52,4.0,30.08,EMEA,Vendor2,106.0
ID1047,Stewart,2021-01-19,10:52:19,Streaming,N,N,,,,23.72,APAC,Vendor1,
ID1048,Martha,2021-01-19,10:52:19,Streaming,Y,Y,81.0,0:01:27,4.0,17.82,LATAM,Vendor3,81.0
ID1049,Dan,2021-01-19,11:25:26,Contract related,N,N,,,,10.84,EMEA,Vendor2,
ID1050,Jim,2021-01-19,11:25:26,Admin Support,Y,Y,96.0,0:05:39,5.0,29.67,LATAM,Vendor2,96.0
ID1051,Jim,2021-01-19,11:44:10,Payment related,Y,Y,64.0,0:06:06,5.0,5.37,EMEA,Vendor1,64.0
ID1052,Jim,2021-01-19,11:44:10,Contract related,Y,N,79.0,0:06:49,1.0,28.43,EMEA,Vendor3,79.0
ID1053,Jim,2021-01-19,11:55:41,Payment related,Y,Y,98.0,0:02:23,1.0,38.04,NA,Vendor2,98.0
ID1054,Joe,2021-01-19,11:55:41,Admin Support,Y,Y,91.0,0:04:00,5.0,15.25,LATAM,Vendor3,91.0
ID1055,Martha,2021-01-19,12:28:48,Streaming,N,N,,,,48.5,NA,Vendor1,
ID1056,Stewart,2021-01-19,12:28:48,Contract related,Y,Y,84.0,0:06:44,2.0,48.42,EMEA,Vendor1,84.0
ID1057,Joe,2021-01-19,12:40:19,Technical Support,Y,Y,47.0,0:05:58,5.0,34.8,APAC,Vendor2,47.0
ID1058,Martha,2021-01-19,12:40:19,Payment related,Y,Y,42.0,0:02:06,5.0,47.59,NA,Vendor1,42.0
ID1059,Dan,2021-01-19,12:59:02,Streaming,Y,N,45.0,0:03:44,4.0,14.99,APAC,Vendor1,45.0
ID1060,Dan,2021-01-19,12:59:02,Technical Support,N,N,,,,24.71,APAC,Vendor1,
ID1061,Jim,2021-01-19,13:14:53,Payment related,Y,Y,19.0,0:01:36,5.0,19.16,APAC,Vendor3,19.0
ID1062,Greg,2021-01-19,13:14:53,Contract related,Y,Y,114.0,0:01:25,3.0,20.63,NA,Vendor1,114.0
ID1063,Jim,2021-01-19,13:22:05,Admin Support,Y,Y,94.0,0:00:57,5.0,39.06,APAC,Vendor1,94.0
ID1064,Dan,2021-01-19,13:22:05,Payment related,N,N,,,,32.83,NA,Vendor1,
ID1065,Diane,2021-01-19,13:26:24,Streaming,Y,Y,99.0,0:02:16,5.0,7.13,NA,Vendor3,99.0
ID1066,Diane,2021-01-19,13:26:24,Streaming,Y,Y,23.0,0:04:32,4.0,47.9,APAC,Vendor1,23.0
ID1067,Greg,2021-01-19,13:36:29,Technical Support,N,N,,,,23.03,LATAM,Vendor1,
ID1068,Dan,2021-01-19,13:36:29,Admin Support,Y,Y,80.0,0:04:52,5.0,8.71,APAC,Vendor1,80.0
ID1069,Stewart,2021-01-19,13:37:55,Payment related,Y,Y,18.0,0:05:19,3.0,20.25,APAC,Vendor1,18.0
ID1070,Diane,2021-01-19,13:37:55,Contract related,N,N,,,,38.77,NA,Vendor2,
ID1071,Martha,2021-01-19,13:45:07,Payment related,Y,Y,104.0,0:03:33,4.0,9.68,APAC,Vendor3,104.0
ID1072,Martha,2021-01-19,13:45:07,Payment related,Y,Y,116.0,0:05:45,3.0,10.81,EMEA,Vendor1,116.0
ID1073,Stewart,2021-01-19,14:22:34,Streaming,Y,Y,44.0,0:06:09,5.0,28.18,EMEA,Vendor2,44.0
ID1074,Joe,2021-01-19,14:22:34,Payment related,Y,Y,91.0,0:06:43,4.0,10.37,NA,Vendor3,91.0
ID1075,Greg,2021-01-19,15:00:00,Contract related,N,N,,,,6.87,EMEA,Vendor3,
ID1076,Martha,2021-01-19,15:00:00,Technical Support,Y,Y,122.0,0:04:15,3.0,33.96,NA,Vendor2,122.0
ID1077,Becky,2021-01-19,15:30:14,Streaming,Y,Y,103.0,0:02:49,3.0,14.26,APAC,Vendor2,103.0
ID1078,Becky,2021-01-19,15:30:14,Technical Support,Y,Y,18.0,0:02:01,5.0,46.74,EMEA,Vendor2,18.0
ID1079,Jim,2021-01-19,15:34:34,Contract related,Y,Y,20.0,0:02:27,4.0,49.39,EMEA,Vendor1,20.0
ID1080,Greg,2021-01-19,15:34:34,Payment related,Y,Y,93.0,0:01:41,2.0,42.43,NA,Vendor3,93.0
ID1081,Becky,2021-01-19,15:54:43,Admin Support,N,N,,,,38.95,EMEA,Vendor2,
ID1082,Joe,2021-01-19,15:54:43,Technical Support,Y,Y,63.0,0:04:20,4.0,12.48,EMEA,Vendor3,63.0
